Date,NBER,AMAZON.COM,ABBOTT LABORATORIES,AES,INTERNATIONAL BUS.MCHS.,ADVANCED MICRO DEVICES,ADOBE (NAS),ALEXANDRIA RLST.EQTIES.,AIR PRDS.& CHEMS.,BOSTON PROPERTIES,ALLSTATE ORD SHS,HONEYWELL INTL.,AMGEN,HESS,AMERICAN EXPRESS,AMER.ELEC.PWR.,AFLAC,AMERICAN INTL.GP.,ANALOG DEVICES,VALERO ENERGY,COMCAST A,ANSYS,APPLE,APPLIED MATS.,ALBEMARLE,ARCHER DANIELS MIDLAND,PINNACLE WEST CAP.,AMEREN,AUTODESK,AUTOMATIC DATA PROC.,AUTOZONE,AVERY DENNISON,BALL,BERKSHIRE HATHAWAY 'B',BAXTER INTL.,BECTON DICKINSON,AMETEK,VERIZON COMMUNICATIONS,W R BERKLEY,BEST BUY,BIO-RAD LABORATORIES 'A',YUM! BRANDS,FIRSTENERGY,BOEING,ROBERT HALF,BORGWARNER,BOSTON SCIENTIFIC,CH ROBINSON WWD.,TAKE TWO INTACT.SFTW.,METTLER TOLEDO INTL.,BRISTOL MYERS SQUIBB,ONEOK,AVALONBAY COMMNS.,UNITED RENTALS,SEMPRA,FEDEX,VERISIGN,AMPHENOL 'A',BROWN-FORMAN 'B',QUANTA SERVICES,CSX,COTERRA ENERGY,CAMPBELL SOUP,CAMDEN PROPERTY TST.,CONSTELLATION BRANDS 'A',CARDINAL HEALTH,CATERPILLAR,JP MORGAN CHASE & CO.,CHURCH & DWIGHT CO.,CINCINNATI FINL.,CINTAS,CISCO SYSTEMS,CLOROX,COCA COLA,COPART,COLGATE-PALM.,MARRIOTT INTL.'A',MOLINA HEALTHCARE,COMERICA,NRG ENERGY,CONAGRA BRANDS,CONSOLIDATED EDISON,CMS ENERGY,COOPER COS.,CORNING,CUMMINS,D R HORTON,DANAHER,MOODY'S,COGNIZANT TECH.SLTN.'A',TARGET,DEERE,MORGAN STANLEY,REPUBLIC SVS.'A',COSTAR GP.,WALT DISNEY,DOLLAR TREE,DOVER,OMNICOM GROUP,DTE ENERGY,DARDEN RESTAURANTS,EBAY,BANK OF AMERICA,CITIGROUP,EASTMAN CHEMICAL,CADENCE DESIGN SYS.,ECOLAB,REVVITY,ELECTRONIC ARTS,SALESFORCE,EMERSON ELECTRIC,ATMOS ENERGY,ESSEX PROPERTY TST.,ENTERGY,EOG RES.,EQUIFAX,EQUITY RESD.TST.PROPS. SHBI,EQT,ESTEE LAUDER COS.'A',EXPEDITORS INTL.OF WASH.,EXXON MOBIL,FMC,NEXTERA ENERGY,FACTSET RESEARCH SYS.,FAIR ISAAC,ASSURANT,FASTENAL,FIFTH THIRD BANCORP,M&T BANK,FISERV,FRANKLIN RESOURCES,FREEPORT-MCMORAN,ARTHUR J GALLAGHER,GENERAL DYNAMICS,GENERAL MILLS,GENUINE PARTS,GILEAD SCIENCES,GARTNER 'A',MCKESSON,NVIDIA,WW GRAINGER,HALLIBURTON,GOLDMAN SACHS GP.,HASBRO,HENRY SCHEIN,HERSHEY,F5,JUNIPER NETWORKS,HOLOGIC,HOME DEPOT,HORMEL FOODS,CENTERPOINT EN.,HUMANA,HUNT JB TRANSPORT SVS.,HUNTINGTON BCSH.,BIOGEN,IDEX,ILLINOIS TOOL WORKS,INTUIT,IDEXX LABORATORIES,INTEL,INTL.FLAVORS & FRAG.,INTERNATIONAL PAPER,INTERPUBLIC GROUP,JACK HENRY AND ASSOCIATES,JABIL,INCYTE,JOHNSON & JOHNSON,HARTFORD FINL.SVS.GP.,KLA,DEVON ENERGY,KELLANOVA,KEYCORP,KIMCO REALTY,KIMBERLY-CLARK,BLACKROCK,KROGER,LAM RESEARCH,TELEDYNE TECHS.,PACKAGING CORP.OF AM.,AKAMAI TECHS.,LENNAR 'A',ELI LILLY,UNITED PARCEL SER.'B',AGILENT TECHS.,LOCKHEED MARTIN,LOEWS,CARNIVAL,LOWE'S COMPANIES,DOMINION ENERGY,MGM RESORTS INTL.,MCCORMICK & COMPANY NV.,MCDONALDS,EVEREST GROUP,EDWARDS LIFESCIENCES,HOST HOTELS & RESORTS REIT,MARSH & MCLENNAN,MASCO,MARTIN MRTA.MATS.,METLIFE,CVS HEALTH,ON SEMICONDUCTOR,LABORATORY CORP.OF AM. HDG.,MICROSOFT,MICRON TECHNOLOGY,MID-AMER.APT COMMUNITIES,MICROCHIP TECH.,3M,MOHAWK INDUSTRIES,CHAS.RVR.LABS.INTL.,ILLUMINA,XCEL ENERGY,FORD MOTOR,NETAPP,NEWMONT,NVR,NIKE 'B',NORDSON,NORFOLK SOUTHERN,NISOURCE,NORTHERN TRUST,NORTHROP GRUMMAN,WELLS FARGO & CO,NUCOR,CAPITAL ONE FINL.,OCCIDENTAL PTL.,OLD DOMINION FGT.LINES,ORACLE,PACCAR,EXELON,PARKER-HANNIFIN,PAYCHEX,ALIGN TECHNOLOGY,PPL,PEPSICO,PFIZER,CONOCOPHILLIPS,PG&E,PIONEER NTRL.RES.,ALTRIA GROUP,PNC FINL.SVS.GP.,BROWN & BROWN,PPG INDUSTRIES,COSTCO WHOLESALE,T ROWE PRICE GROUP,QUEST DIAGNOSTICS,PROCTER & GAMBLE,PROGRESSIVE OHIO,PUB.SER.ENTER.GP.,PULTEGROUP,GLOBAL PAYMENTS,QUALCOMM,RAYMOND JAMES FINL.,REALTY INCOME,REGENCY CENTERS,UDR,REGENERON PHARMS.,RESMED,US BANCORP,ARCH CAP.GP.,ROSS STORES,ROLLINS,ROPER TECHNOLOGIES,ROCKWELL AUTOMATION,ROYAL CARIBBEAN GROUP,TRAVELERS COS.,FIDELITY NAT.INFO.SVS.,MERCK & COMPANY,SCHLUMBERGER,CHARLES SCHWAB,POOL,ZIMMER BIOMET HDG.,CENCORA,PRINCIPAL FINL.GP.,SHERWIN-WILLIAMS,CENTENE,SIMON PROPERTY GROUP,SMITH (AO),SNAP-ON,PRUDENTIAL FINL.,EDISON INTL.,SOUTHERN,SOUTHWEST AIRLINES,AT&T,CHEVRON,STATE STREET,STARBUCKS,STEEL DYNAMICS,PUBLIC STORAGE,STRYKER,NETFLIX,SYNOPSYS,SYSCO,INTUITIVE SURGICAL,TELEFLEX,TERADYNE (XSC),TEXAS INSTRUMENTS,TEXTRON,THERMO FISHER SCIENTIFIC,DAVITA,TRACTOR SUPPLY,TRIMBLE,TYLER TECHNOLOGIES,TYSON FOODS 'A',MARATHON OIL,UNION PACIFIC,UNITEDHEALTH GROUP,UNIVERSAL HEALTH SVS.'B',VENTAS,V F,VERTEX PHARMS.,VULCAN MATERIALS,WALMART,WASTE MANAGEMENT,WATERS,WEST PHARM.SVS.,J M SMUCKER,WESTERN DIGITAL,WABTEC,WEYERHAEUSER,WHIRLPOOL,SKYWORKS SOLUTIONS,WYNN RESORTS,NASDAQ,CME GROUP,WILLIAMS,LKQ,ALLIANT ENERGY (XSC),CARMAX,TJX,ZEBRA TECHNOLOGIES 'A',ZIONS BANCORP.,REGIONS FINL.NEW,DOMINO'S PIZZA,MONOLITHIC PWR.SYS.,EXTRA SPACE STRG.,LAS VEGAS SANDS,DIGITAL REALTY TST.,MARKETAXESS HOLDINGS,CELANESE,MOLSON COORS BEVERAGE COMPANY B,DEXCOM,BUILDERS FIRSTSOURCE,CF INDUSTRIES HDG.,AMERIPRISE FINL.,LIVE NATION ENTM.,CHIPOTLE MEXN.GRILL,TRANSDIGM GROUP,MASTERCARD,FIRST SOLAR,BROADRIDGE FINL.SLTN.,DELTA AIR LINES,INSULET,DISCOVER FINANCIAL SVS.,BANK OF NEW YORK MELLON,LULULEMON ATHLETICA,ULTA BEAUTY,INVESCO,MSCI,PHILIP MORRIS INTL.,VISA 'A',AMERICAN WATER WORKS,CHUBB,MARATHON PETROLEUM,MOSAIC,KINDER MORGAN,XYLEM,STANLEY BLACK & DECKER,LYONDELLBASELL INDS.CL.A,GARMIN,HNTGTN.INGALLS INDS.,PROLOGIS REIT,EPAM SYSTEMS,ACCENTURE CLASS A,HCA HEALTHCARE,VERISK ANALYTICS CL.A,UNITED AIRLINES HOLDINGS,FLEETCOR TECHNOLOGIES,RALPH LAUREN CL.A,NXP SEMICONDUCTORS,TARGA RESOURCES,CBOE GLOBAL MARKETS(BTS),DOLLAR GENERAL,FORTINET,MOTOROLA SOLUTIONS,TESLA,GENERAC HOLDINGS,TE CONNECTIVITY,O REILLY AUTOMOTIVE,ENPHASE ENERGY,GENERAL MOTORS,CBRE GROUP CLASS A,EXPEDIA GROUP,APTIV,PHILLIPS 66,AMERICAN TOWER,META PLATFORMS A,DUKE ENERGY,DIAMONDBACK ENERGY,SERVICENOW,PALO ALTO NETWORKS,MONDELEZ INTERNATIONAL CL.A,EATON,ABBVIE,T-MOBILE US,PTC,ZOETIS A,NORWEGIAN CRUISE LINE HDG.,NEWS 'A',NEWS 'B',CDW,AMERICAN AIRLINES GROUP,KEURIG DR PEPPER,INVITATION HOMES,WILLIS TOWERS WATSON,HUBBELL,BAKER HUGHES A,LAMB WESTON HOLDINGS,IQVIA HOLDINGS,BOOKING HOLDINGS,AXON ENTERPRISE,LEIDOS HOLDINGS,BROADCOM,TAPESTRY,EVERGY,ALLEGION,INTERCONTINENTAL EX.,DAYFORCE,STERIS,MODERNA,CIGNA,DOW ORD SHS,AMCOR,HEALTHPEAK PROPERTIES,FOX A,FOX B,GEN DIGITAL,DUPONT DE NEMOURS,CARRIER GLOBAL,OTIS WORLDWIDE,UBER TECHNOLOGIES,GLOBE LIFE,CORTEVA,MATCH GROUP,L3HARRIS TECHNOLOGIES,TRANE TECHNOLOGIES,BLACKSTONE,HOWMET AEROSPACE,TRUIST FINANCIAL,PARAMOUNT GLOBAL B,SEAGATE TECHNOLOGY HOLDINGS,GENERAL ELECTRIC,INGERSOLL RAND,GE HEALTHCARE TECHNOLOGIES,PAYCOM SOFTWARE,AON CLASS A,PENTAIR,RTX,WARNER BROS DISCOVERY SERIES A,AIRBNB A,CONSTELLATION ENERGY,VIATRIS,CAESARS ENTERTAINMENT,ARISTA NETWORKS,FEDERAL REALTY INV.TST.,JACOBS SOLUTIONS,APA,BATH AND BODY WORKS,LINDE (NYS),CATALENT,SYNCHRONY FINANCIAL,VERALTO,BUNGE GLOBAL,KENVUE,CITIZENS FINANCIAL GROUP,KEYSIGHT TECHNOLOGIES,QORVO,BIO-TECHNE,ELEVANCE HEALTH,CROWN CASTLE,MEDTRONIC,WALGREENS BOOTS ALLIANCE,IRON MOUNTAIN,EQUINIX REIT,EVERSOURCE ENERGY,ETSY,JOHNSON CONTROLS INTL.,DENTSPLY SIRONA,WESTROCK,KRAFT HEINZ,FORTIVE,S&P GLOBAL,HILTON WORLDWIDE HDG.,ALPHABET A,WELLTOWER,HEWLETT PACKARD ENTER.,PAYPAL HOLDINGS,VICI PPTYS,HP,ALPHABET 'C',WEC ENERGY GROUP,MONSTER BEVERAGE,SBA COMMS.,CHARTER COMMS.CL.A
1973.02,0,NA,0.2543,NA,20.4883,0.5787,NA,NA,1.9651,NA,NA,NA,NA,5.959,3.8892,29.25,NA,18.7989,0.1334,NA,0.0218,NA,NA,0.0339,NA,0.4,22.375,NA,NA,0.8973,NA,5.25,0.2707,NA,2.926,2.4922,1.1448,NA,NA,NA,NA,NA,21.875,0.7572,0.0174,NA,NA,NA,NA,NA,2.0207,1.6597,NA,NA,4.7187,NA,NA,NA,0.3343,NA,NA,NA,1.8382,NA,NA,NA,5.3333,7.3148,NA,0.98,NA,NA,5.9063,1.4664,NA,1.9349,NA,NA,2.3248,NA,0.2614,6.2187,28.625,NA,3.9301,6.125,NA,0.5905,NA,NA,0.4714,3.76,NA,NA,NA,1.8462,NA,0.5228,0.8438,17.1233,NA,NA,4.5,NA,NA,NA,2.5,0.8516,NA,NA,3.8106,NA,NA,24.125,NA,0.7282,NA,0.4772,NA,NA,2.9688,0.4541,2.2891,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,0.5594,1.4144,5.7616,NA,NA,NA,NA,4.625,5.7329,NA,0.1696,NA,0.9063,NA,NA,NA,NA,0.168,12.5131,0.1754,NA,1.1155,NA,NA,1.0391,NA,NA,0.0407,14.0917,9.1309,0.3279,NA,NA,NA,2.5521,NA,NA,NA,1.6934,1.9687,NA,2.1746,NA,0.3555,NA,NA,NA,NA,0.3407,4.7031,NA,NA,NA,0.4333,NA,0.5313,NA,NA,0.875,1.7037,NA,NA,0.8625,1.573,2.7768,NA,NA,1.5769,NA,NA,NA,NA,NA,NA,9.8957,NA,NA,NA,7.1562,2.2808,NA,9.7202,NA,NA,NA,NA,4.9611,0.9723,1.0773,1.2448,0.132,NA,5.6069,NA,NA,0.5531,8.2448,2.7438,NA,NA,5.8286,1.4093,0.8245,2.8746,14.9375,NA,0.2935,4.6094,NA,1.6927,NA,NA,NA,3.3918,0.0552,8.0833,0.0586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3036,NA,0.9819,NA,5.125,NA,2.3063,2.7358,NA,NA,NA,NA,NA,0.4687,NA,NA,NA,9.125,NA,6.375,6.0635,0.0108,NA,5.4687,0.3555,NA,NA,NA,NA,NA,NA,0.2049,NA,0.4999,1.2188,1.8958,3.3594,1.1857,NA,NA,NA,0.5469,0.0701,NA,1.293,NA,NA,NA,0.4486,NA,1.1613,0.0591,NA,NA,0.9687,1.6413,6.625,NA,7.0769,16,0.3333,NA,NA,NA,3.182,NA,4.9375,NA,0.0605,NA,1.5556,5.5941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0976,NA,NA,NA,NA,1.8809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4528,NA,NA,NA,NA,NA,NA,NA,NA,13.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2188,NA,NA,2.3956,2.6473,NA,3.8696,2.6667,NA,NA,8.5628,NA,NA,NA,NA,0.1512,0.7419,NA,NA,NA,NA,NA,NA,3.0417,0.1865,1.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4902,0.1611,NA,NA,14.8315,NA,NA,NA,NA,NA,NA,0.8203,NA,NA,NA,NA,NA,NA,0.4927,NA,2.6668,NA,NA,NA
1973.03,0,NA,0.2465,NA,20.3927,0.463,NA,NA,1.8817,NA,NA,NA,NA,5.5033,3.8092,27.25,NA,17.2323,0.1106,NA,0.0194,NA,NA,0.0373,NA,0.4111,21.625,NA,NA,0.9065,NA,5.0625,0.2193,NA,2.8921,2.3203,1.0101,NA,NA,NA,NA,NA,21.75,0.712,0.024,NA,NA,NA,NA,NA,1.8572,1.6415,NA,NA,4.5625,NA,NA,NA,0.3527,NA,NA,NA,1.9428,NA,NA,NA,5.375,7.537,NA,0.8847,NA,NA,4.8125,1.428,NA,1.9557,NA,NA,2.2848,NA,0.2767,6.0937,28.25,NA,3.7897,4.9531,NA,0.5249,NA,NA,0.4036,3.8642,NA,NA,NA,1.7315,NA,0.4823,0.6771,17.2297,NA,NA,4.625,NA,NA,NA,2.4609,0.875,NA,NA,3.7071,NA,NA,23.625,NA,0.662,NA,0.4536,NA,NA,2.8008,0.4123,2.3906,NA,NA,NA,NA,NA,1.1937,NA,NA,NA,NA,0.5219,1.2646,5.7616,NA,NA,NA,NA,4.6406,5.5195,NA,0.1337,NA,0.7917,NA,NA,NA,NA,0.1563,12.8923,0.1772,NA,1.1008,NA,NA,1.1211,NA,NA,0.0342,14.8678,8.6058,0.2778,NA,NA,NA,2.4453,NA,NA,NA,1.7154,1.7812,NA,2.1746,NA,0.3281,NA,NA,NA,NA,0.2508,5.2969,NA,NA,NA,0.3944,NA,0.4708,NA,NA,0.8008,1.5988,NA,NA,0.7808,1.3126,2.6396,NA,NA,1.4489,NA,NA,NA,NA,NA,NA,9.5949,NA,NA,NA,7,2.115,NA,11.3879,NA,NA,NA,NA,4.5927,1.0834,1.008,1.1172,0.1284,NA,4.7892,NA,NA,0.514,7.8883,2.5901,NA,NA,5.7706,1.4178,0.8369,2.7158,14.0625,NA,0.3005,4.2344,NA,1.5573,NA,NA,NA,3.2484,0.0448,7.9167,0.0534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2658,NA,0.9696,NA,5.0937,NA,2.275,2.7284,NA,NA,NA,NA,NA,0.4518,NA,NA,NA,8.625,NA,6.2812,5.8728,0.0121,NA,4.7344,0.3477,NA,NA,NA,NA,NA,NA,0.1832,NA,0.4685,1.0313,1.7578,3.2656,1.1733,NA,NA,NA,0.5135,0.0785,NA,1.205,NA,NA,NA,0.4081,NA,1.0832,0.0601,NA,NA,0.9062,1.5453,6,NA,6.5653,15.1875,0.3195,NA,NA,NA,2.7129,NA,4.9687,NA,0.0537,NA,1.5139,5.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.661,NA,NA,NA,NA,1.7237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1497,NA,NA,NA,NA,NA,NA,NA,NA,12.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2431,NA,NA,2.0799,2.6421,NA,3.6542,2.5333,NA,NA,8.2815,NA,NA,NA,NA,0.1631,0.7073,NA,NA,NA,0.0368,NA,NA,3.1667,0.2009,1.1624,0.0365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4063,0.1455,NA,NA,14.1196,NA,NA,NA,NA,NA,NA,0.8047,NA,NA,NA,NA,NA,NA,0.4823,NA,2.5835,NA,NA,NA
1973.04,0,NA,0.2631,NA,20.4405,0.3611,NA,NA,1.9117,NA,NA,NA,NA,4.8373,3.5531,25.375,NA,17.8349,0.1106,NA,0.023,NA,NA,0.0339,NA,0.4221,19.875,NA,NA,0.9234,NA,5.5,0.2176,NA,2.8106,2.2891,1.0606,NA,NA,NA,NA,NA,20.75,0.6461,0.0182,NA,NA,NA,NA,NA,1.9018,1.5776,NA,NA,4.2812,NA,NA,NA,0.3067,NA,NA,NA,1.9502,NA,NA,NA,5.1771,7.1111,NA,0.8847,NA,NA,5.0313,1.4153,NA,1.9818,NA,NA,2.2447,NA,0.2919,6.0625,28.5,NA,3.509,4.8594,NA,0.5485,NA,NA,0.3464,3.6871,NA,NA,NA,1.7246,NA,0.4228,0.5938,17.017,NA,NA,4.6875,NA,NA,NA,2.3203,0.9453,NA,NA,3.5673,NA,NA,21.625,NA,0.6841,NA,0.462,NA,NA,2.9453,0.4068,2.1172,NA,NA,NA,NA,NA,1.1625,NA,NA,NA,NA,0.5031,1.3312,5.6463,NA,NA,NA,NA,4.3438,5.3854,NA,0.1337,NA,0.7813,NA,NA,NA,NA,0.1563,12.2029,0.1447,NA,1.0788,NA,NA,0.9883,NA,NA,0.0362,15.072,8.6933,0.3164,NA,NA,NA,2.4609,NA,NA,NA,1.8473,1.7031,NA,2.2605,NA,0.3164,NA,NA,NA,NA,0.2413,5.3438,NA,NA,NA,0.3167,NA,0.4458,NA,NA,0.7969,1.6389,NA,NA,0.739,1.3699,2.5547,NA,NA,1.5028,NA,NA,NA,NA,NA,NA,10.0461,NA,NA,NA,6.9062,2.0422,NA,10.1967,NA,NA,NA,NA,4.4454,1.0348,1.0332,1.1615,0.1284,NA,4.8476,NA,NA,0.5271,7.7546,2.5352,NA,NA,5.5096,1.405,0.7949,2.9063,13.875,NA,0.3143,4.2813,NA,1.4583,NA,NA,NA,2.9305,0.0457,7.8333,0.0534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2365,NA,0.9162,NA,4.875,NA,2.3126,2.8605,NA,NA,NA,NA,NA,0.431,NA,NA,NA,8.8333,NA,6.1562,5.7203,0.0117,NA,5.1641,0.3379,NA,NA,NA,NA,NA,NA,0.1875,NA,0.4371,0.8281,1.6302,3.0625,0.9735,NA,NA,NA,0.4679,0.0701,NA,1.2877,NA,NA,NA,0.4118,NA,1.1041,0.0447,NA,NA,0.8437,1.4652,6,NA,7.2815,15.4375,0.3611,NA,NA,NA,3.0256,NA,4.9062,NA,0.0391,NA,1.3889,4.6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1151,NA,NA,NA,NA,1.7055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1222,NA,NA,NA,NA,NA,NA,NA,NA,12.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1841,NA,NA,1.7332,2.446,NA,3.735,2.4222,NA,NA,7.844,NA,NA,NA,NA,0.1898,0.6589,NA,NA,NA,0.0346,NA,NA,3.2083,0.1865,1.1023,0.0347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3516,0.1426,NA,NA,13.8823,NA,NA,NA,NA,NA,NA,0.7344,NA,NA,NA,NA,NA,NA,0.4553,NA,2.6112,NA,NA,NA
1973.05,0,NA,0.2473,NA,19.6286,0.3287,NA,NA,1.9584,NA,NA,NA,NA,5.3105,3.361,26.125,NA,16.1478,0.101,NA,0.0218,NA,NA,0.0304,NA,0.4045,21.125,NA,NA,0.8557,NA,4.875,0.2262,NA,2.573,2.2813,0.9175,NA,NA,NA,NA,NA,21,0.5926,0.0157,NA,NA,NA,NA,NA,1.9166,1.4865,NA,NA,4.4375,NA,NA,NA,0.279,NA,NA,NA,1.8083,NA,NA,NA,5.125,6.7963,NA,0.7146,NA,NA,3.8281,1.3923,NA,1.9635,NA,NA,2.1702,NA,0.2702,6.1875,27.875,NA,3.6493,4.4063,NA,0.538,NA,NA,0.362,3.1559,NA,NA,NA,1.6627,NA,0.4178,0.625,17.5488,NA,NA,4.4375,NA,NA,NA,2.1719,0.8047,NA,NA,3.3447,NA,NA,21.625,NA,0.5875,NA,0.4604,NA,NA,2.9883,0.3817,2.3594,NA,NA,NA,NA,NA,1.0937,NA,NA,NA,NA,0.4937,1.334,4.8727,NA,NA,NA,NA,3.8125,5.316,NA,0.1137,NA,0.7344,NA,NA,NA,NA,0.1494,11.2032,0.1157,NA,1.0935,NA,NA,0.9453,NA,NA,0.0407,14.153,8.1682,0.2623,NA,NA,NA,2.4635,NA,NA,NA,1.8034,1.7344,NA,2.3249,NA,0.2813,NA,NA,NA,NA,0.1798,5.0469,NA,NA,NA,0.3083,NA,0.4083,NA,NA,0.7266,1.4877,NA,NA,0.6247,1.4376,2.4436,NA,NA,1.4287,NA,NA,NA,NA,NA,NA,9.3693,NA,NA,NA,7.125,1.9734,NA,9.6726,NA,NA,NA,NA,4.2243,1.0626,1.0269,1.1771,0.1222,NA,5.0812,NA,NA,0.4652,8.022,2.2389,NA,NA,5.3067,1.4221,0.7801,2.8984,13.875,NA,0.2887,4.0938,NA,1.4062,NA,NA,NA,3.0933,0.0448,7.8333,0.0456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2048,NA,0.8587,NA,4.2031,NA,2.2186,2.5818,NA,NA,NA,NA,NA,0.3789,NA,NA,NA,8.7083,NA,6.0937,5.644,0.0142,NA,5.2812,0.3271,NA,NA,NA,NA,NA,NA,0.1597,NA,0.4571,1.0078,1.7839,2.5938,0.8987,NA,NA,NA,0.3919,0.0812,NA,1.2637,NA,NA,NA,0.3824,NA,1.0884,0.0435,NA,NA,0.7969,1.3611,4.75,NA,7.6225,13,0.2917,NA,NA,NA,2.7676,NA,4.875,NA,0.0251,NA,1.4722,4.7949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3335,NA,NA,NA,NA,1.6753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0487,NA,NA,NA,NA,NA,NA,NA,NA,12.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0209,NA,NA,1.4361,2.446,NA,4.0761,2.1333,NA,NA,7.4846,NA,NA,NA,NA,0.1898,0.6658,NA,NA,NA,0.0384,NA,NA,3.2917,0.2095,1.0522,0.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332,0.1348,NA,NA,13.8823,NA,NA,NA,NA,NA,NA,0.5781,NA,NA,NA,NA,NA,NA,0.44,NA,2.6112,NA,NA,NA
